
56, 0
23, 1
433, 1
351, 0
6666, 0
31, 1
1, 0
325, 0
97, 1
89, 1
100000, 0
4523, 1
62, 0
9901, 1
7777, 1
8888, 0
2468, 0
24680, 0
13579, 1
86420, 0
53719, 1
27183, 1
61703, 1
89119, 1
98765, 1
76543, 1
12345, 0
67890, 0
54321, 0
9999, 1
8888, 0
7777, 1
6666, 0
5555, 1
4444, 0
3333, 1
2222, 0
1111, 1
99999, 1
88888, 0
77777, 1
66666, 0
55555, 1
44444, 0
33333, 1
22222, 0
11111, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1916940323, 0
31, 1
682984, 0
904, 0
3168824, 0
6141056, 0
274313, 0
6062, 0
7883398, 0
6, 0
491067679, 0
3125804, 0
21109125, 0
8695138, 0
92881, 0
943, 0
1, 0
3, 1
910, 0
5, 1
6264253, 0
899529, 0
4212510, 0
18227909, 0
84709, 0
84955424, 0
143876, 0
23, 1
36215334, 0
4872, 0
6337588, 0
54, 0
46, 0
3, 1
22129, 1
185702, 0
155242481, 0
861748506, 0
60488, 0
3548069, 0
78, 0
247999602, 0
682139, 0
26, 0
18, 0
394669056, 0
2519, 0
62, 0
880578017, 0
61469, 1
42, 0
308888395, 0
8401, 0
9, 0
6, 0
11, 1
690078, 0
2354, 0
6518908, 0
634, 0
996, 0
9951993, 0
304, 0
24124059, 0
27, 0
4272, 0
91, 0
8315097, 0
7337488, 0
794009080, 0
850519945, 0
9854, 0
5, 1
964632980, 0
5, 1
411, 0
557, 1
111, 0
90360429, 0
5582542, 0
63737, 1
8656, 0
216, 0
98215, 0
34411090, 0
138, 0
1598, 0
83231, 1
1695, 0
8, 0
1913411, 0
138097226, 0
16, 0
2042680, 0
56551375, 0
8063677, 0
581, 0
382956, 0
62309960, 0
352, 0
98092, 0
210376, 0
129690148, 0
346717, 0
2779, 0
5, 1
35168, 0
20, 0
987862084, 0
65838246, 0
13573348, 0
6, 0
3385393, 0
439859915, 0
52185, 0
195, 0
7008, 0
43024557, 0
6208184, 0
289, 0
50166403, 0
245, 0
758313941, 0
777, 0
880, 0
605, 0
864318049, 0
469249693, 0
112, 0
7914, 0
524759586, 0
68704472, 0
270, 0
8473029, 0
94446158, 0
72384559, 0
237738861, 0
99537560, 0
99551, 1
106, 0
61066, 0
457821642, 0
9, 0
5719639, 0
784059, 0
4609262, 0
643032368, 0
32, 0
684966547, 0
458280, 0
195071390, 0
128989840, 0
4, 0
262, 0
2694, 0
28609655, 0
666459, 0
3, 1
7300, 0
511012311, 0
52493, 0
6361981, 1
69380, 0
23184, 0
7972, 0
130457163, 0
724052, 0
960537801, 0
178735, 0
420, 0
8, 0
61705975, 0
5916, 0
8360, 0
967960, 0
1124, 0
326676, 0
23887, 1
3014662, 0
63624, 0
7200158, 0
626189671, 0
3095610, 0
1279, 1
514551, 0
6, 0
225, 0
77, 0
7661, 0
250305290, 0
4, 0
953, 1
2375, 0
8903594, 0
72062, 0
6232, 0
4, 0
8, 0
110, 0
212578547, 0
85452946, 0
681, 0
27, 0
104224, 0
6370547, 0
626, 0
691552835, 0
2, 1
65, 0
2896, 0
87, 0
702, 0
231527, 0
4464, 0
157518, 0
181791, 0
254335, 0
9503395, 0
10767, 0
475473647, 0
29137422, 0
388, 0
304827023, 0
85, 0
664, 0
674742614, 0
4, 0
