
56, 0
23, 1
433, 1
351, 0
6666, 0
31, 1
1, 0
325, 0
97, 1
89, 1
1000000, 0
4523, 1
62, 0
9901, 1
7777, 1
8888, 0
2468, 0
24680, 0
13579, 1
86420, 0
53719, 1
27183, 1
61703, 1
89119, 1
98765, 1
76543, 1
12345, 0
67890, 0
54321, 0
9999, 1
8888, 0
7777, 1
6666, 0
5555, 1
4444, 0
3333, 1
2222, 0
1111, 1
99999, 1
88888, 0
77777, 1
66666, 0
55555, 1
44444, 0
33333, 1
22222, 0
11111, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
98989, 0
99999, 1
10101, 1
20202, 0
30303, 1
40404, 0
50505, 1
60606, 0
70707, 1
80808, 0
90909, 1
19191, 1
28282, 0
37373, 1
46464, 0
55555, 1
64646, 0
73737, 1
82828, 0
91919, 1
12121, 1
23232, 0
34343, 1
45454, 0
56565, 1
67676, 0
78787, 1
89898, 0
91919, 1
92929, 0
93939, 1
94949, 0
95959, 1
96969, 0
97979, 1
